sgRNA	Gene	BeadSP	BeadDN	BeadDP	CcSP	CcDN	CcDP	Plasmid5kCTRL
FZD10_02	FZD10	171.51764151396665	169.62003518948353	95.35946602307394	4.798484262844613	16.334753386979244	3.4682517975410967	176.13260150669063
RTN4RL1_02	RTN4RL1	62.370051459624236	127.64626376971303	42.91175971038327	23.992421314223066	9.074862992766246	0.0	169.58897544452256
CD33_04	CD33	181.9126500905707	197.7942105260418	135.0925768660214	138.356296245353	245.02130080468865	804.6344170295345	189.21985363102678
FCER2_01	FCER2	211.36517439094882	210.44384026898635	54.831692963267514	47.98484262844613	292.2105883670731	20.80951078524658	170.67957978821724
PLEKHG3_04	PLEKHG3	208.7664222467978	243.79286413674922	141.449874600893	958.8971051917819	379.3292730976291	482.08699985821244	165.22655806974385
PSMD14_03	PSMD14	109.14759005434242	123.04639840864229	61.18899069813911	9.596968525689226	78.04382173778971	232.37287043525347	189.21985363102678
VAV2_04	VAV2	205.3014193879298	295.541349448795	204.22818973275	171.9456860852653	480.96773861661103	825.443927814781	120.51177997826201
FXYD7_04	FXYD7	163.72138508151363	255.8675107095599	162.11109223922568	309.5022349534775	81.67376693489622	6575.80540813792	172.8607884756066
GBP1_03	GBP1	264.20646798868603	220.7935373313955	207.4068386001858	47.18509525130536	19.964698584085742	326.0156689688631	130.87252124336146
STAT4_04	STAT4	405.4053344875576	200.09414320657717	216.14812298563425	316.6999613477445	595.3110123254658	27.746014380328774	139.5973559929189
ASIC1_01	ASIC1	255.54396084151597	204.1190253975141	218.5321096362111	149.55275952532378	130.67802709583395	62.42853235573974	217.57556656708843
CHRNA4_01	CHRNA4	165.45388651094763	185.71956395323113	137.47656351659825	16.794694919956147	56.26415055515073	3.4682517975410967	172.31548630375926
BTNL2_04	BTNL2	244.28270155019493	208.71889075858482	92.97547937249709	100.76816951973687	43.559342365277985	489.0235034532946	180.49501888146935
PTK7_03	PTK7	131.6701086369845	175.9448500609558	66.75162621615175	50.384084759868436	3.6299451971064984	93.64279853360961	179.949716709622
NF2_03	NF2	150.72762436075857	85.09750917980868	231.24670510595428	391.07646742183596	212.35179403073016	936.4279853360961	172.31548630375926
BCL11B_02	BCL11B	209.6326729615148	287.49158506692123	250.3185983105691	83.17372722263995	132.49299969438718	0.0	211.5772426767677
STAP2_03	STAP2	304.0540008656682	275.9919216642444	982.2025000376615	62.38029541697997	114.3432737088547	62.42853235573974	234.47993389435595
FAP_04	FAP	229.55643940000587	166.17013616868047	268.59582929832493	456.655752347379	435.5934236527798	194.22210066230141	133.59903210259816
NSMCE1_02	NSMCE1	153.32637650490958	173.64491738042042	173.23636327525097	48.7845900055869	39.929397168171484	110.9840575213151	182.13092539701137
TAS2R16_03	TAS2R16	246.88145369434594	165.0201698284128	247.13994944313328	834.9362617349626	1139.8027918914406	1994.2447835861306	182.13092539701137
RTN4RL1_04	RTN4RL1	103.08383505132339	86.82245869021021	130.32460356486772	163.9482123138576	232.3164926148159	631.2218271524796	148.32219074247632
AMBP_03	AMBP	442.6541152203887	266.79219094210293	205.8175141664679	163.9482123138576	85.30371213200272	943.3644889311784	145.59567988323963
DEFB118_04	DEFB118	104.8163364807574	127.64626376971303	105.69007484224028	47.18509525130536	47.18928756238448	52.02377696311645	149.95809725801834
RHOC_04	RHOC	110.01384076905943	59.798249693919615	119.19933252884242	0.0	38.11442456961824	0.0	152.1393059454077
SPON1_02	SPON1	307.51900372453616	164.44518665827894	239.19332727454378	125.5603382111007	395.6640264846083	17.341258987705483	159.2282341794231
SLC12A5_01	SLC12A5	325.71026873359324	307.6159960216057	276.54245146691443	171.14593870812453	976.4552580216481	1206.9516255443016	187.03864494363742
CLCN3_03	CLCN3	193.17390938189175	176.51983323108965	282.899749201786	87.1724641083438	136.1229448914937	1037.0072874647879	152.68460811725504
LRP4_01	LRP4	130.8038579222675	149.49562423479904	182.77230987755837	168.74669657670222	49.004260160937726	45.08727336803426	161.40944286681247
CCL17_01	CCL17	262.473966559252	251.842628518623	108.07406149281712	347.0903616790937	121.6031641030677	2191.935136045973	195.2181775213475
DNAI2_03	DNAI2	186.2439036641557	113.84666768650081	289.2570469366576	87.1724641083438	52.63420535804423	13.873007190164387	145.0503777113923
CD4_C3	CD4	170.65139079924967	146.62070838412984	152.5751456369183	68.77827443410612	1.8149725985532492	31.21426617786987	159.77353635127045
CR1_04	CR1	76.2300628950963	82.79757649927332	289.2570469366576	131.95831722822686	96.19354772332221	52.02377696311645	215.39435787969907
RCSD1_02	RCSD1	263.340217273969	162.7202371478774	107.27939927595817	366.28429873047213	205.09190363651717	38.15076977295206	178.31381019408
CELF3_01	CELF3	424.4628502113316	215.61868880019094	263.0331937803123	340.69238266196754	270.4309171844341	1387.3007190164387	185.4027384280954
PHEX_02	PHEX	161.12263293736262	74.17282894726569	217.73744741935215	75.17625345123227	18.14972598553249	1886.7289778623567	174.49669499114862
ADGRF5_02	ADGRF5	197.50516295547675	103.49697062409165	141.449874600893	87.1724641083438	125.23310930017419	107.515805723774	148.32219074247632
CTSV_02	CTSV	190.57515723774074	165.59515299854664	89.00216828820234	42.386610988460745	21.779671182638992	20.80951078524658	151.59400377356036
Non_Targeting_Human_CRko_0055	NT_55	408.8703373464256	381.2138417987376	326.6061711290282	327.09667725057443	132.49299969438718	62.42853235573974	135.23493861814018
SDC2_01	SDC2	321.37901516000824	246.09279681728458	116.81534587826557	365.48455135333137	25.40961637974549	163.00783448443156	177.76850802223265
STAT4_01	STAT4	294.52524300378116	221.36852050152936	215.3534607687753	23.192673937082297	3.6299451971064984	20.80951078524658	161.9547450386598
Non_Targeting_Human_CRko_0052	NT_52	220.89393225283584	210.44384026898635	214.55879855191634	513.4378161243736	428.33353325856683	378.0394459319795	175.04199716299595
HLA-DQB1_01	HLA-DQB1	119.54259863094646	177.09481640122348	64.3676395655749	197.5376021537699	136.1229448914937	34.68251797541097	173.95139281930128
RAG1_C5	RAG1	135.13511149585253	83.37255966940715	213.7641363350574	511.83832137009205	1210.5867232350172	1356.086452838569	179.40441453777467
DEFB126_04	DEFB126	295.3914937184981	189.1694629740342	256.67589604544065	27.19141082278614	27.224588978298737	24.277762582787677	174.49669499114862
RAB11FIP4_04	RAB11FIP4	144.66386935773954	127.64626376971303	143.0391990346109	9.596968525689226	47.18928756238448	0.0	192.49166666211082
CCNH_02	CCNH	255.54396084151597	289.21653457732276	310.7129267918492	187.1408862509399	372.06938270341607	804.6344170295345	155.41111897649174
ADA_03	ADA	316.1815108717062	254.71754436929223	238.39866505768484	825.3392932092735	130.67802709583395	627.7535753549384	177.76850802223265
PDE4B_03	PDE4B	259.87521441510097	128.22124693984688	191.5135942630068	469.4517103816313	484.59768381371754	339.88867615902745	151.59400377356036
FXYD5_03	FXYD5	155.0588779343436	154.0954895958698	208.20150081704475	276.712592490706	571.7163685442735	44130.035871912914	183.76683191255339
LRFN1_04	LRFN1	207.9001715320808	178.819765911625	236.80934062396693	55.18256902271305	52.63420535804423	1085.5628126303632	178.85911236592733
PSMB5_04	PSMB5	168.05263865509863	83.947542839541	277.33711368377334	7.197726394266919	18.14972598553249	0.0	167.4077667571332
NOTCH1_01	NOTCH1	350.83153946038635	1708.274998467646	54.03703074640856	407.07141496465135	7060.243408372139	0.0	153.77521246094972
XCL2_04	XCL2	216.56267867925084	136.27101132172066	179.5936610101226	143.9545278853384	65.33901354791698	0.0	146.14098205508697
ATP6AP1_03	ATP6AP1	83.16006861283232	58.07330018351809	151.78048342005934	633.399922695489	470.07790302529156	62.42853235573974	164.13595372604917
HTR3B_03	HTR3B	215.69642796453383	141.44585985292525	228.86271845537743	199.9368442851922	105.26841071608845	738.7376328762535	212.12254484861504
CD58_03	CD58	220.89393225283584	124.77134791904382	208.9961630339037	38.3878741027569	12.704808189872745	0.0	160.86414069496513
RORC_04	RORC	96.15382933358737	68.9979804160611	147.01251011890565	112.7643801768484	123.41813670162095	7061.360659793673	173.40609064745394
THEM6_01	C8orf55	361.2265480369904	266.79219094210293	291.64103358723446	400.6734359475252	201.46195843941067	350.29343155165077	182.6762275688587
GPR171_01	GPR171	188.84265580830672	197.7942105260418	232.04136732281324	2064.947727777465	1288.630544972807	7061.360659793673	166.86246458528586
KRT4_03	KRT4	373.35405804302843	213.8937392897894	318.6595489604387	43.98610574274228	1.8149725985532492	0.0	176.67790367853797
TGFA_04	TGFA	544.005448842278	125.9213142593115	460.9040857781907	395.0752043075398	98.00852032187545	204.6268560549247	148.86749291432366
FGF10_03	FGF10	236.4864451177419	215.04370563005708	139.8605501671751	416.66838349034055	176.05234205966516	13.873007190164387	149.95809725801834
ELAPOR1_01	ELAPOR1	314.4490094422722	278.8668375149136	292.43569580409337	547.8269533414266	141.56786268715345	208.0951078524658	183.22152974070605
PLCG2_03	PLCG2	253.81145941208197	568.6583552623703	324.22218447845137	109.56539066828533	78.04382173778971	62.42853235573974	216.48496222339375
SLC6A2_03	SLC6A2	159.3901315079286	97.17215575261937	215.3534607687753	477.44918415303897	549.9366973616345	24.277762582787677	176.67790367853797
MICA_01	MICA	329.1752715924613	239.76798194581232	197.07622978101946	209.53381281088144	341.21484852801086	561.8567912016576	209.39603398937834
PKD2L1_03	PKD2L1	366.4240523252924	613.5070425328099	255.8812338285817	140.75553837677532	860.2970117142402	31.21426617786987	199.58059489612623
OASL_03	OASL	164.58763579623064	174.79488372068812	229.6573806722364	67.97852705696535	79.85879433634297	1567.6498124885757	166.31716241343852
LAYN_03	LAYN	116.94384648679545	165.59515299854664	233.63069175653115	322.29819298772986	1094.4284769276094	1487.8800211451305	123.78359300934605
IL13RA1_02	IL13RA1	246.88145369434594	160.99528763747588	98.53811489050973	15.195200165674608	245.02130080468865	13.873007190164387	185.4027384280954
PTK2_04	PTK2	182.7789008052877	234.0181502444739	183.5669720944173	271.11436085072063	295.8405335641796	1824.3004455066168	156.50172332018641
TIMP2_03	TIMP2	113.47884362792743	100.04707160328859	22.250542072050585	20.79343180565999	56.26415055515073	0.0	141.77856468030825
DUSP22_01	DUSP22	189.70890652302373	88.54740820061174	141.449874600893	275.91284511356525	335.7699307323511	593.0710573795276	172.8607884756066
TLR2_01	TLR2	266.805220132837	131.09616279051608	240.78265170826168	95.96968525689226	117.9732189059612	3.4682517975410967	149.95809725801834
LILRB1_02	LILRB1	274.60147656529006	176.51983323108965	376.66989079114205	527.8332689129074	333.95495813379785	4252.076703785385	183.22152974070605
VAV2_03	VAV2	213.09767582038282	147.19569155426368	116.02068366140662	321.49844561058904	1043.6092441681183	485.5552516557535	155.41111897649174
PSMA1_02	PSMA1	330.04152230717824	336.36515452829786	244.75596279255643	523.8345320272035	295.8405335641796	159.53958268689044	190.31045797472146
TRAF2_01	TRAF2	221.76018296755285	362.8143803544546	152.5751456369183	194.33861264520684	19.964698584085742	110.9840575213151	163.59065155420183
TMEM243_02	TMEM243	317.91401230114025	197.21922735590798	157.343118938072	151.1522542796053	83.48873953344946	20.80951078524658	170.67957978821724
IL31RA_01	IL31RA	299.72274729208317	595.6825642586608	242.3719761419796	1177.2281391512117	987.3450936129676	1571.1180642861168	187.58394711548476
FURIN_03	FURIN	325.71026873359324	345.5648852504393	216.14812298563425	135.9570541139307	362.99451971064985	0.0	208.30542964568366
ADIPOQ_04	ADIPOQ	83.16006861283232	102.34700428382396	103.30608819166343	236.72522363366758	79.85879433634297	45.08727336803426	141.77856468030825
CNPY3_02	CNPY3	291.9264908596301	282.31673653571664	300.38231797268287	279.1118346221283	671.5398614647022	489.0235034532946	171.22488196006458
UBE2N_04	UBE2N	168.91888936981564	122.47141523850844	295.6143446715292	60.78080066269843	117.9732189059612	13.873007190164387	151.59400377356036
CD83_02	CD83	260.741465129818	436.98720930172027	270.1851537320428	448.65827857597134	736.8788750126192	2108.6970929049867	213.75845136415705
ITGAV_02	ITGAV	361.2265480369904	202.39407588711256	171.6470388415331	52.78332689129074	63.52404094936372	13.873007190164387	181.58562322516403
PDE4B_02	PDE4B	163.72138508151363	162.14525397774358	212.1748119013395	233.5262341251045	23.59464378119224	156.07133088934935	165.77186024159118
ACKR4_03	ACKR4	123.00760148981448	163.8702034881451	151.78048342005934	391.07646742183596	1377.564202301916	1130.6500859983976	156.50172332018641
RPS6KB1_01	RPS6KB1	44.178786450567166	123.04639840864229	111.25271036025292	99.16867476545534	9.074862992766246	0.0	137.96144947737687
IL21_02	IL21	96.15382933358737	136.8459944918545	54.831692963267514	339.09288790768596	203.27693103796392	815.0391724221578	160.86414069496513
CACNA2D2_03	CACNA2D2	348.2327873162353	280.0168038551813	352.83002428537355	229.52749723940065	751.3986558010452	221.9681150426302	215.9396600515464
GXYLT1_03	GXYLT1	154.1926272196266	234.59313341460773	59.59966626442121	479.8484262844613	212.35179403073016	107.515805723774	219.21147308263045
OTOA_03	OTOA	142.93136792830555	128.7962301099807	255.08657161172277	117.56286443969302	101.63846551898196	183.81734526967813	189.76515580287412
BMPR2_03	BMPR2	155.9251286490606	117.29656670730387	184.36163431127628	553.425184981412	1185.1771068552716	5101.798394182953	163.0453493823545
ITGA4_03	ITGA4	201.83641652906178	285.7666355565197	205.8175141664679	872.5243884605787	188.75715024953791	4255.5449555829255	194.67287534950017
MYD88_03	MYD88	208.7664222467978	105.22192013449317	156.54845672121303	4.798484262844613	141.56786268715345	13.873007190164387	167.95306892898054
P2RX7_01	P2RX7	232.15519154415688	112.69670134623313	296.40900688838815	431.8635836560152	381.14424569618234	152.60307909180824	162.50004721050715
IL17RE_03	IL17RE	183.6451515200047	150.0706074049329	62.778315131857006	122.36134870253763	143.38283528570668	69.36503595082193	171.77018413191192
LGALS3BP_01	LGALS3BP	294.52524300378116	245.51781364715075	544.3436185483804	214.33229707372604	43.559342365277985	277.46014380328774	208.30542964568366
NOTCH3_02	NOTCH3	274.60147656529006	219.64357099112783	336.93677994819456	450.25777333025286	388.40413609039535	513.3012660360823	185.4027384280954
ICOS_01	ICOS	638.4267767464314	147.7706747243975	258.2652204791586	139.15604362249377	65.33901354791698	20.80951078524658	130.87252124336146
MS4A2_04	MS4A2	310.9840065834042	262.19232558103215	267.006504864607	551.8256902271305	156.08764347557943	1085.5628126303632	167.4077667571332
ICOS_04	ICOS	71.03255860679427	139.72091034252372	103.30608819166343	384.6784884047098	698.7644504430009	534.1107768213288	130.32721907151412
GPRC5B_03	GPRC5B	110.88009148377643	167.32010250894817	95.35946602307394	851.7309566549188	1070.833833146417	9048.668939784722	161.40944286681247
PFDN5_02	PFDN5	152.4601257901926	79.92266064860411	275.74778925005546	4.798484262844613	68.96895874502347	34.68251797541097	175.5872993348433
ABCG1_01	ABCG1	119.54259863094646	170.19501835961736	80.26088390275389	601.4100276098582	384.77419089328885	6735.344990824809	155.95642114833907
CMKLR1_01	CMKLR1	116.94384648679545	128.22124693984688	166.08440332352043	195.93810739948836	246.8362734032419	208.0951078524658	196.85408403688953
Non_Targeting_Human_CRko_0028	NT_28	385.4815680490665	400.7632695832882	166.87906554037937	230.3272446165414	79.85879433634297	357.22993514673294	162.50004721050715
TOR1AIP1_02	TOR1AIP1	138.60011435472052	122.47141523850844	198.66555421473737	63.979790171261506	49.004260160937726	0.0	163.59065155420183
DUSP4_04	DUSP4	246.88145369434594	333.4902386776286	294.81968245467027	302.3045085592106	90.74862992766246	128.32531650902058	196.3087818650422
SDC1_04	SDC1	243.41645083547795	135.69602815158683	349.65137541793774	454.25651021595667	1295.89043536702	166.47608628197264	195.76347969319485
WNT5A_03	WNT5A	145.53012007245655	129.9461964502484	178.79899879326362	28.790905577067676	76.22884913923647	24.277762582787677	135.78024078998752
MAPK3_04	MAPK3	325.71026873359324	311.64087821254265	290.8463713703755	152.75174903388685	181.49725985532493	183.81734526967813	185.94804059994274
TNFRSF13C_02	TNFRSF13C	392.4115737668025	213.31875611965555	211.38014968448056	556.6241744899751	245.02130080468865	1061.2850500475756	197.9446883805842
HMSD_02	HMSD	230.42269011472288	156.39542227640516	245.55062500941537	817.3418194378658	1798.63784516627	1536.4355463107058	163.59065155420183
FYN_01	FYN	238.2189465471759	226.54336903273395	212.96947411819846	62.38029541697997	112.52830111030146	52.02377696311645	172.8607884756066
CBL_02	CBL	160.2563822226456	174.21990055055429	92.18081715563814	1426.7493208191315	676.984779260362	1258.975402507418	160.86414069496513
AMELX_03	AMELX	51.9750428830202	44.84868727043971	84.23419498704864	166.3474544452799	94.37857512476896	58.96028055819865	89.974858354811
CD59_01	CD59	512.820423112466	278.8668375149136	474.41334346479283	394.275456930399	255.91113639600815	294.8014027909932	193.03696883395816
SATB1_02	SATB1	220.89393225283584	124.77134791904382	108.07406149281712	231.92673937082296	312.17528695115885	1071.6898054401988	133.59903210259816
TLE4_03	TLE4	193.17390938189175	144.8957588737283	81.05554611961284	257.5186554393276	119.78819150451444	1428.9197405869318	198.48999055243155
PKD1L3_02	PKD1L3	181.0463993758537	166.17013616868047	430.7069215375506	177.54391772525068	196.0170406437509	790.76140983937	161.40944286681247
ST3GAL1_04	ST3GAL1	246.01520297962895	297.26629895919655	340.11542881563037	219.93052871371142	92.5636025262157	305.2061581836165	205.57891878644696
PSMD13_03	PSMD13	194.90641081132574	185.71956395323113	130.32460356486772	38.3878741027569	23.59464378119224	436.9997264901782	125.41949952488807
ROBO2_04	ROBO2	310.1177558686872	136.27101132172066	294.0250202378113	17.594442297096915	25.40961637974549	58.96028055819865	187.03864494363742
DCSTAMP_01	DCSTAMP	170.65139079924967	182.8446481025619	128.7352791311498	227.92800248511912	59.89409575225722	114.4523093188562	148.86749291432366
BTN2A1_03	BTN2A1	145.53012007245655	203.54404222738023	91.38615493877919	569.4201325242274	675.1698066618087	1855.5147116844867	147.77688857062898
DMD-INTRON_13	NE_48	181.9126500905707	402.48821909368974	88.20750607134339	100.76816951973687	9.074862992766246	0.0	155.41111897649174
TFPI_03	TFPI	174.11639365811766	245.51781364715075	89.7968305050613	794.1491455007834	863.9269569113467	530.6425250237878	152.68460811725504
PDPN_02	PDPN	318.7802630158572	265.6422246018352	136.6819012997393	63.979790171261506	9.074862992766246	6.936503595082193	158.68293200757577
PHEX_04	PHEX	176.71514580226867	172.49495104015276	161.31643002236675	339.09288790768596	433.77845105422654	2375.752481315651	156.50172332018641
SLC30A9_03	SLC30A9	76.2300628950963	99.47208843315475	70.7249373004465	210.3335601880222	176.05234205966516	430.063222895096	106.33392351023119
ABCF1_02	ABCF1	297.99024586264915	129.37121328011455	276.54245146691443	730.9691027066627	1065.3889153507573	298.2696545885343	147.23158639878164
RUNX1_04	RUNX1	104.8163364807574	107.52185281502854	141.449874600893	79.97473771407688	147.01278048281318	27.746014380328774	158.68293200757577
GPI-INTRON_17	NE_67	72.76506003622828	80.49764381873794	159.72710558864884	38.3878741027569	223.24162962204966	20.80951078524658	176.13260150669063
PSMB8_04	PSMB8	151.59387507547558	67.84801407579342	287.6677225029397	28.790905577067676	1304.9652983597862	104.0475539262329	172.8607884756066
HCST_01	HCST	222.62643368226986	221.9435036716632	296.40900688838815	378.28050938758366	477.3377934195045	1845.1099562918635	205.57891878644696
CD40LG_01	CD40LG	275.46772728000707	196.64424418577414	162.90575445608462	27.19141082278614	61.709068350810476	1279.7849132926647	172.31548630375926
NOTCH2_04	NOTCH2	223.49268439698685	277.14188800451205	236.014678407108	41.58686361131998	7.259890394212997	52.02377696311645	162.50004721050715
ARHGEF9_03	ARHGEF9	109.14759005434242	132.8211123009176	149.3964967694825	495.84337382727665	549.9366973616345	180.34909347213704	158.13762983572843
GPI-INTRON_10	NE_60	136.0013622105695	110.39676866569775	141.449874600893	730.169355329522	239.5763830090289	97.11105033115071	170.1342776163699
PTGIR_01	PTGIR	93.55507718943636	246.09279681728458	113.63669701082976	95.96968525689226	288.5806431699666	260.11888481558225	140.14265816476623
CIITA_01	CIITA	239.08519726189292	183.9946144428296	233.63069175653115	662.1908282725566	174.23736946111194	86.70629493852742	138.5067516492242
MBL2_02	MBL2	260.741465129818	195.49427784550645	290.0517091535165	335.09415102198216	364.8094923092031	464.74574087050695	178.31381019408
ZBTB1_02	ZBTB1	172.38389222868366	234.0181502444739	342.4994154662072	35.9886319713346	87.11868473055597	72.83328774836303	176.13260150669063
NCK1_02	NCK1	225.22518582642087	538.1842472452765	99.33277710736868	147.95326477104223	323.0651225424784	315.6109135762398	165.77186024159118
CDK6_02	CDK6	125.60635363396548	48.29858629124277	162.11109223922568	17.594442297096915	5.444917795659748	0.0	137.96144947737687
LIPA_04	LIPA	190.57515723774074	211.01882343912018	540.3703074640856	113.56412755398917	21.779671182638992	953.7692443238016	146.6862842269343
TMEM135_04	TMEM135	197.50516295547675	163.8702034881451	189.9242698292889	187.94063362808066	203.27693103796392	509.83301423854124	158.13762983572843
IDE_02	IDE	118.67634791622946	352.46468329204544	259.85454491287646	92.77069574832919	76.22884913923647	0.0	177.2232058503853
PSMA4_03	PSMA4	44.178786450567166	95.44720624221785	50.858381878972764	1.5994947542815376	3.6299451971064984	0.0	174.49669499114862
SERPINH1_03	SERPINH1	643.6242810347335	261.0423592407645	312.30225122556715	721.3721341809735	29.039561576851987	31.21426617786987	184.85743625624806
RACGAP1_03	RACGAP1	447.8516195086907	292.09145042799196	94.56480380621498	221.53002346799298	261.3560541916679	1089.0310644279043	153.77521246094972
LFNG_04	LFNG	252.07895798264798	170.19501835961736	279.7211003343502	189.5401283823622	150.6427256799197	65.89678415328083	177.76850802223265
FUT7_01	FUT7	87.49132218641734	198.9441768663095	163.7004166729436	123.1610960796784	9.074862992766246	159.53958268689044	173.40609064745394
TES_04	TES	146.39637078717357	185.71956395323113	207.4068386001858	107.16614853686302	10.889835591319496	0.0	158.13762983572843
PSME3_04	PSME3	236.4864451177419	191.46939565456955	162.11109223922568	121.56160132539686	25.40961637974549	260.11888481558225	167.95306892898054
ETV6_01	ETV6	114.34509434264444	148.34565789453137	108.86872370967608	191.13962313664373	263.17102679022116	8434.788371619947	169.04367327267522
COA6_01	C1orf31	237.35269583245892	225.9683858626001	257.4705582622996	60.78080066269843	85.30371213200272	246.24587762541788	193.5822710058055
DSCAML1_04	DSCAML1	181.9126500905707	177.66979957135732	224.09474515422374	230.3272446165414	226.87157481915617	981.5152587041304	168.49837110082788
VIPR1_01	VIPR1	110.88009148377643	147.19569155426368	47.67973301153697	103.16741165115918	1.8149725985532492	412.7219639073905	152.68460811725504
TTC3_04	TTC3	182.7789008052877	282.31673653571664	263.0331937803123	193.53886526806605	154.27267087702617	183.81734526967813	151.04870160171302
HLA-DRB1_02	HLA-DRB1	159.3901315079286	197.7942105260418	145.42318568518775	484.6469105473059	617.0906835081047	1120.2453306057741	149.412795086171
Non_Targeting_Human_CRko_0096	NT_96	197.50516295547675	175.9448500609558	220.121434069929	396.67469906182134	194.20206804519768	62.42853235573974	152.68460811725504
ABCF1_04	ABCF1	75.36381218037928	147.7706747243975	64.3676395655749	395.8749516846806	1.8149725985532492	38.15076977295206	166.86246458528586
IL1RL2_04	IL1RL2	285.8627358566111	451.9367717252002	223.3000829373648	393.47570955325824	504.5623823978033	52.02377696311645	209.39603398937834
CACNA1F_04	CACNA1F	240.8176986913269	294.9663662786612	186.74562096185312	343.0916247933898	760.4735187938114	936.4279853360961	179.949716709622
HRK_03	HRK	192.30765866717474	128.22124693984688	197.07622978101946	264.7163818335945	139.7528900886002	3.4682517975410967	186.49334277179008
H2AX_02	H2AFX	339.5702801690653	352.46468329204544	369.5179308394115	267.9153713421575	459.18806743397204	3901.783272233734	192.49166666211082
SRSF2_01	SRSF2	116.07759577207844	35.64895654829824	74.69824838474125	74.3765060740915	32.66950677395849	0.0	157.04702549203375
RPS10P5_04	RPS10P5	153.32637650490958	110.39676866569775	293.23035802095234	41.58686361131998	0.0	0.0	163.59065155420183
TSPAN13_01	TSPAN13	224.35893511170386	125.9213142593115	145.42318568518775	254.31966593076447	359.36457451354335	1023.1342802746235	156.50172332018641
TNFRSF10B_02	TNFRSF10B	155.0588779343436	152.9455232556021	162.90575445608462	231.92673937082296	134.30797229294043	45.08727336803426	161.40944286681247
PKN1_04	PKN1	179.3138979464197	124.19636474890997	194.69224313044262	33.58938983991229	50.81923275949098	17.341258987705483	212.66784702046237
GAPDH_01	GAPDH	185.3776529494387	125.34633108917767	121.58331917941926	1020.477653231621	1715.1491056328205	2975.760042290261	171.77018413191192
